,Page,Members,Message,Date,Interactions,hrefs
81,"99% unite Main Group ""it's us ...","46,775 Members",,"May 16, 2020",2,https://www.facebook.com/groups/273255510505924/permalink/303934277438047
82,Citizens 4 Health Awareness,"2,829 Page Likes","Hilarious that they think information ""war"" hasnt been the norm for last decade or so. They have their heads in the sand if they don't know doctors and researchers are being censored for questioning vaccine ingredients, testing, regulation, efficacy, monitoring, and the influence of pharmaceutical and philanthropic organisations","May 14, 2020",2,https://www.facebook.com/Citizens4HealthAwareness/posts/1166261937040441
83,Truth And Freedom T&T,"3,613 Members",[https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html),"May 14, 2020",2,https://www.facebook.com/groups/2690777020970287/permalink/2911695178878469
84,Bitcoin New York city,"276,144 Members",What do you think about this?,"May 15, 2020",2,https://www.facebook.com/groups/313288199186057/permalink/887727768408761
85,PartnersinPediatrics,503 Page Likes,Get Ready for a Covid-19 Vaccine War. It will be Facts vs. Misinformation https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 18, 2020",1,https://www.facebook.com/PartnersinPediatrics.Info/posts/10157968769015342
86,Liberal Revolutionaries Fighti...,"2,945 Members","From Voto Latino. ""Please please please talk to your friends sharing that fake pandemic documentary. We can all combat disinformation together!""","May 14, 2020",1,https://www.facebook.com/groups/1620646258224515/permalink/2659890757633388
87,Economia in vremea COVID19,"3,231 Members",,"May 14, 2020",1,https://www.facebook.com/groups/234535777684185/permalink/275642540240175
88,Biyologlar Dayanışma Derneği,"17,341 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",1,https://www.facebook.com/groups/198803910191971/permalink/3900108323394826
89,Wir brauchen den Widerstand ge...,"15,372 Members",Mal ein wichtiger Gedankenanstoß: ,"May 14, 2020",1,https://www.facebook.com/groups/1584361998467221/permalink/2791497794420296
90,Cavite City Info,"3,599 Page Likes",,"May 14, 2020",1,https://www.facebook.com/CaviteCity/posts/2814582341972975
91,FU Trump,"75,075 Members",[https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology),"May 14, 2020",1,https://www.facebook.com/groups/535607853298035/permalink/1503680756490735
92,Hillary - 2016 ( We're In !!! ...,"2,014 Members","Did Clausewitz or Sun Tzu Cover This In Their Treatise? ""The researchers found that Facebook pages pushing accurate pro-vaccine information were mostly clustered in an insular group, while the anti-vaccine pages treated vaccine resistance as a kind of political campaign, and used different messages to reach different types of undecided “voters.” A page promoting holistic health remedies might start seeding doubts about vaccines among liberal yoga moms, while a page promoting resistance to government-mandated vaccines might appeal to conservatives and libertarians.""","May 13, 2020",1,https://www.facebook.com/groups/492868634115644/permalink/2872005662868584
93,Power To The Voters,"13,196 Page Likes",Get ready for this fight.,"May 15, 2020",1,https://www.facebook.com/PowerToTheVoters/posts/2856423731077778
94,Coronavirus Warfare Page,673 Members,,"May 16, 2020",0,https://www.facebook.com/groups/652389312216226/permalink/692373114884512
95,Trump vs Corona Virus,261 Members,,"May 14, 2020",0,https://www.facebook.com/groups/1621247664852949/permalink/2482754162035624
96,News Media Alliance,"5,481 Page Likes",Get Ready for a Vaccine Information War https://nyti.ms/3fQXSa7:=:https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?utm_source=API+Need+to+Know+newsletter&utm_campaign=363ae00a0b-EMAIL_CAMPAIGN_2020_05_14_12_18&utm_medium=email&utm_term=0_e3bf78af04-363ae00a0b-45838153,"May 14, 2020",0,https://www.facebook.com/NewsMediaAlliance/posts/10158631058396694
97,The Rancho Post-Gazette,"2,792 Page Likes",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html,"May 14, 2020",0,https://www.facebook.com/RPGNewsroom/posts/2588394148147059
98,North-Country Matters,270 Page Likes,"I’ve been following the anti-vaccine community on and off for years, watching its members operate in private Facebook groups and Instagram accounts, and have found that they are much more organized and strategic than many of their critics believe. They are savvy media manipulators, effective communicators and experienced at exploiting the weaknesses of social media platforms. In short, the anti-vaxxers have been practicing for this. And I’m worried that they will be unusually effective in sowing doubts about a Covid-19 vaccine for several reasons. First, because of the pandemic’s urgency, any promising Covid-19 vaccine is likely to be fast-tracked through the testing and approval process. It may not go through years of clinical trials and careful studies of possible long-term side effects, the way other drugs do. That could create an opening for anti-vaccine activists to claim that it is untested and dangerous, and to spin reasonable concerns about the vaccine into widespread, unfounded fears about its safety. Second, if a vaccine does emerge, there is a good chance that leading health organizations like the Bill and Melinda Gates Foundation or the World Health Organization will have a hand in producing or distributing it. If that’s the case, anti-vaccine activists, who have been crusading against these groups for years, will have plenty of material stockpiled to try to discredit them.","May 14, 2020",0,https://www.facebook.com/NorthCountryMatters/posts/4057810704236700
99,Collective Action Against Bill...,"79,450 Members",https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?fbclid=IwAR3fo_0QitahGNaYoMpb0J47Cos6Fx6MNv15_vNx7lvSSQL-pOcPkByjK1w,"May 14, 2020",0,https://www.facebook.com/groups/698141807656499/permalink/725941781543168
100,original DONALD TRUMP CLOWN UN...,"53,625 Members",[https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Well&pgtype=Homepage&section=Technology),"May 14, 2020",0,https://www.facebook.com/groups/296263554085427/permalink/1185209031857537
101,Tech Insider Authority,549 Page Likes,"Get Ready for a Vaccine Information War Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. Technology","May 13, 2020",0,https://www.facebook.com/techinsiderauthority/posts/2559008617761001
102,Actions and News for Liberals ...,"1,199 Members","**Today's Headlines: May 13, 2020** Health Security Headlines *Clinical Practice* [Estimating Excess 1-year Mortality Associated with the COVID-19 Pandemic According to Underlying Conditions and Age: a Population-based Cohort Study](https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30854-0/fulltext) *(The Lancet)* We estimated the excess number of deaths over 1 year under different COVID-19 incidence scenarios based on varying levels of transmission suppression and differing mortality impacts based on different relative risks for the disease. *Public & Global Health* [Coronavirus Models Are Nearing Consensus, but Reopening Could Throw Them Off Again](https://www.nytimes.com/interactive/2020/05/12/upshot/coronavirus-models.html) *(The New York Times) * There is growing consensus among modelers estimating the number of cases and deaths from the novel coronavirus in the next few weeks. But this convergence of estimates — 31,000 to 42,000 additional deaths through mid-June for roughly 120,000 total deaths in the United States — comes just as shifts in public policy are likely to create new uncertainty about the path of the pandemic after that. [As Some Countries Ease Up, Others are Reimposing Lockdowns Amid a Resurgence of Coronavirus Infections](https://www.washingtonpost.com/world/as-some-countries-ease-up-others-are-reimposing-lockdowns-amid-a-resurgence-of-coronavirus-infections/2020/05/12/6373cf6a-9455-11ea-87a3-22d324235636_story.html) *(The Washington Post)* As many parts of the world, including the United States, explore ways to ease restrictions aimed at containing the spread of the coronavirus, countries that had already opened up are closing down again after renewed spikes in infections. *Science & Technology* [Get Ready for a Vaccine Information War ](https://www.nytimes.com/2020/05/13/technology/coronavirus-vaccine-disinformation.html?action=click&module=Spotlight&pgtype=Homepage) *(The New York Times)* Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists. [Artificial Intelligence Systems Aim to Sniff Out Signs of COVID-19 Outbreak ](https://www.sciencemag.org/news/2020/05/artificial-intelligence-systems-aim-sniff-out-signs-covid-19-outbreaks) *(Science)* The international alarm about the COVID-19 pandemic was sounded first not by a human, but by a computer. HealthMap, a website run by Boston Children’s Hospital, uses artificial intelligence (AI) to scan social media, news reports, internet search queries, and other information streams for signs of disease outbreaks. [Scientists: ‘Exactly Zero’ Evidence COVID-19 Came From a Lab ](https://www.cidrap.umn.edu/news-perspective/2020/05/scientists-exactly-zero-evidence-covid-19-came-lab) *(CIDRAP) * While Andersen, like other prominent virologists, says that he can't completely rule out the possibility that the virus came from a lab, the odds of that happening are very small. He says the new coronavirus clearly originated in nature, ""no question about it by now."" [Moderna’s COVID-19 Vaccine Moves to Phase 2 Testing and Gets Fast-Track Approval from the U.S. Government](https://time.com/5835785/moderna-coronavirus-vaccine-phase-2/) *(Time)* On May 12, Moderna Therapeutics, based in Cambridge, Mass., received fast-track approval from the U.S. Food and Drug Administration (FDA) for its COVID-19 vaccine candidate, mRNA-1273. Days earlier, the FDA gave the company the green light to proceed to Phase 2 testing of the vaccine, which is expected to begin shortly. [Coronavirus Drugs Trials Must Get Bigger and More Collaborative ](https://www.nature.com/articles/d41586-020-01391-9) *(Nature)* Researchers have rallied in unprecedented ways to defeat the coronavirus pandemic. They are retooling laboratories to focus on the virus; helping with testing efforts; and, in the case of clinician–researchers, working feverishly to carry out research studies while also treating patients in overwhelmed health-care systems. **Public & Global Health** [The Cost of Inaction: COVID-19 Related Service Disruptions Could Cause Hundreds of Thousands of Extra Deaths from HIV ](https://www.who.int/news-room/detail/11-05-2020-the-cost-of-inaction-covid-19-related-service-disruptions-could-cause-hundreds-of-thousands-of-extra-deaths-from-hiv) *(WHO)* A modelling group convened by the World Health Organization and UNAIDS has estimated that if efforts are not made to mitigate and overcome interruptions in health services and supplies during the COVID-19 pandemic, a six-month disruption of antiretroviral therapy could lead to more than 500 000 extra deaths from AIDS-related illnesses, including from tuberculosis, in sub-Saharan Africa in 2020–2021. **Domestic Preparedness & Response** [Gilead Sciences Donates More than 600K Vials of Remdesivir for Hospital Use](https://homelandprepnews.com/stories/48983-gilead-sciences-donates-more-than-600k-vials-of-remdesivir-for-hospital-use/) (truncated)","May 13, 2020",0,https://www.facebook.com/groups/345574939148997/permalink/1119408788432271
103,Social Assurity LLC,632 Page Likes,"Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.","May 13, 2020",0,https://www.facebook.com/socialassurityllc/posts/1630341603809577
104,Coronavirus Info Northeast Ten...,837 Members,,"May 13, 2020",0,https://www.facebook.com/groups/206774460536384/permalink/244010300146133
105,Illegitimate Trump’s America,214 Members,"Trump is an anti-vax, white racist and white supremacist president: ","May 15, 2020",0,https://www.facebook.com/groups/593011577555515/permalink/1353630268160305
106,The Blue Book: A Directory of ...,"39,599 Page Likes",The argument over vaccinating is on.,"May 15, 2020",0,https://www.facebook.com/BlueBookDirectory/posts/1652855581537233
107,Аз НЯМА да гласувам за Бойко Б...,"90,093 Members",,"May 15, 2020",0,https://www.facebook.com/groups/206860356026909/permalink/3240504852662429
108,Wuhan Coronavirus (Latest news...,"29,422 Members",What do you think about this?,"May 15, 2020",0,https://www.facebook.com/groups/131313861303290/permalink/195351258232883
109,GCI Health,384 Page Likes,"What will it take to gain public acceptance of a potentially fast-tracked #COVID19 vaccine? According to The New York Times’ Kevin Roose, the key is savvy communication from public health organizations like the World Health Organization (WHO) and the Gates Foundation.","May 15, 2020",0,https://www.facebook.com/gcihealth/posts/3205640886122715
