,Page,Members,Message,Date,Interactions,hrefs
61,WWG1 WGA...Q,"26,363 Members","Please remember first and foremost this war is psychological and their game will always be the same, divide and conquer. Stay sane, stay focused, we are WINNING the battle in the hearts and minds of the people and that's where it matters!! 💖 ","May 15, 2020",15,https://www.facebook.com/groups/367014477481519/permalink/660017431514554
62,Коронавирус България - статист...,"9,244 Members",Някои доста смущаващи числа за нагласите към ваксинирането против SARS-Cov-2.,"May 15, 2020",15,https://www.facebook.com/groups/500138280669319/permalink/536353833714430
63,Chemtrails Global Skywatch,"181,083 Members",,"May 13, 2020",14,https://www.facebook.com/groups/291686185301/permalink/10163608083030302
64,QANON PIZZAGATE FULL DISCLOSUR...,"20,454 Members",,"May 16, 2020",14,https://www.facebook.com/groups/2359501867673772/permalink/2420888238201801
65,Follow the Rabbit Hole,"5,497 Members",,"May 14, 2020",14,https://www.facebook.com/groups/2015022972048410/permalink/2558263044391064
66,World Health Organisation (WHO...,"63,361 Members","A first-of-its-kind analysis of more than 1300 Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.","May 15, 2020",14,https://www.facebook.com/groups/174599229308372/permalink/2515886925179579
67,קהילת מדעת,"14,290 Members","לא מפתיע, אבל בכל זאת...","May 13, 2020",11,https://www.facebook.com/groups/300433133476372/permalink/1336313909888284
68,Nauka,"8,779 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=ScienceNow&utm_source=JHubbard&utm_medium=Facebook,"May 14, 2020",11,https://www.facebook.com/groups/117202582284906/permalink/529579991047161
69,OFFICIAL Q / QANON,"146,365 Members",,"May 16, 2020",10,https://www.facebook.com/groups/346378325942318/permalink/686399868606827
70,"Noi adulti ""sani"" e ""intellige...","1,441 Members",,"May 17, 2020",9,https://www.facebook.com/groups/384072099161893/permalink/569905480578553
71,Patriots of Canada,"2,932 Members",,"May 16, 2020",9,https://www.facebook.com/groups/370128857024287/permalink/554412928595878
72,Collective Action Against Bill...,"79,450 Members",,"May 14, 2020",9,https://www.facebook.com/groups/698141807656499/permalink/724862791651067
73,Latest science and technology ...,"172,950 Page Likes",If only we could inoculate ourselves against misinformation on social media,"May 14, 2020",9,https://www.facebook.com/LatestScienceAndTechnologyNews/posts/3114686075219855
74,Cientificos cubanos en Cuba y ...,"1,781 Members",[https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows](https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows),"May 15, 2020",9,https://www.facebook.com/groups/353188611540698/permalink/1348585118667704
75,Šr Sladjana Velkov,"3,653 Members",Jako važno. ,"May 14, 2020",8,https://www.facebook.com/groups/392435240894403/permalink/1687681541369760
76,Crusty Travellers - Rationalis...,"1,722 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR0fHf6AZExaYP50K__55wvjZaj71e9y2h3Td3CQ7WZcgCOaXZypLjjY5pg#,"May 15, 2020",8,https://www.facebook.com/groups/848612821966199/permalink/1612317875595686
77,>> Fall of the Cabal <<,"43,070 Members",,"May 16, 2020",7,https://www.facebook.com/groups/201018304650249/permalink/236785011073578
78,American Sociological Associat...,"5,519 Members",“It’s like we as a public health community still have the old IBM model and not the startup Silicon Valley approach. … The reds have got that down.” Pro-vaccine pages “seem to be in an echo chamber and their preaching doesn’t seem to go any further than the choir.” ,"May 14, 2020",7,https://www.facebook.com/groups/21804877026/permalink/10156884058062027
79,"Center for Disease Dynamics, E...","3,242 Page Likes","Alarming finding: If the current trends continue, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health. http://ow.ly/cspS50zGdyE:=:https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=news_daily_2020-05-13&et_rid=378874428&et_cid=3325411","May 15, 2020",7,https://www.facebook.com/cddep/posts/3019999498046308
80,Alden March Bioethics Institut...,"1,247 Page Likes",,"May 17, 2020",6,https://www.facebook.com/ambioethics/posts/3357128051004178
81,Vaccinate Indiana,777 Page Likes,"🚨🚨🚨🚨🚨 Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages. If the current trends continue, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.","May 17, 2020",6,https://www.facebook.com/vaccinateindiana/posts/1727943510679985
82,Collective Action Against Bill...,"85,397 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR1ECnkvinefl3-_jVfbUkX8st3I19Su2OSmLUiHCKH5CBj4VnmU4A_IiVs#,"May 15, 2020",6,https://www.facebook.com/groups/698141807656499/permalink/726100738193939
83,Gibraltar,"6,239 Members",f only we could inoculate ourselves against misinformation on social media. . . . ,"May 15, 2020",6,https://www.facebook.com/groups/1595015510559706/permalink/3038808152847094
84,Medical Freedom Australia,"7,273 Members",They predict that within 10 years the numbers will flip and the majority of the population will be anti-vaccination. At present there are more than 4.2 million on Facebook alone. :),"May 15, 2020",6,https://www.facebook.com/groups/865414460631507/permalink/883812662125020
85,NO AI VACCINI !!!!!!! NON VACC...,"3,640 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR1r1Ez4fuEiVUTRRvS3V_n8twfqidVbxlNIGOBKlvlQTIQYCUiOy95xHrQ#,"May 16, 2020",5,https://www.facebook.com/groups/54316309950/permalink/10159784136719951
86,Emergenza Sanità,"1,221 Members",I complottisti stanno facendo proseliti su facebook.. non capisco cosa aspetta Zuckerberg a bloccare questo schifo.. https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?fbclid=IwAR1r1Ez4fuEiVUTRRvS3V_n8twfqidVbxlNIGOBKlvlQTIQYCUiOy95xHrQ#,"May 18, 2020",4,https://www.facebook.com/groups/902500400178789/permalink/932195507209278
87,ValeriesList,"9,831 Page Likes","A first-of-its-kind analysis of more than 1300 Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.","May 18, 2020",4,https://www.facebook.com/ValeriesList/posts/3856272781081637
88,Truth Movement Australia,"2,510 Members",,"May 16, 2020",4,https://www.facebook.com/groups/37745119727/permalink/10158584826489728
89,Citizens Unite UK #wakeup,"3,695 Members",,"May 14, 2020",4,https://www.facebook.com/groups/231266791300151/permalink/247653589661471
90,Americas Voice News,"4,129 Members",,"May 15, 2020",4,https://www.facebook.com/groups/1076811779195217/permalink/1354403051436087
91,Joe Skurzewski,"1,307 Page Likes","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows","May 15, 2020",4,https://www.facebook.com/joeskurzewski/posts/3420044628024111
92,Beyond Hegemony,"1,372 Members","“The reds are winning” -- WE ARE WINNING, PEACE WARRIORS. Bill Gates is very frustrated that we don't want HIS #Coronavirus #vaccine. These people really don't get it. Build stronger immunity on people and not just pump in toxic crap into our bodies. If Billie actually for once invests on anything healthy, but he invests on everything toxic to the human body making people sick, we wouldn't be up and arms now. We also don't take it lightly that he uses his billions to manipulate WHO, governments and media to condition people to surrender to his vaccines. These media outlets and researchers don't ever mentioned how many people Bill's vaccines have killed. No more! ""A first-of-its-kind analysis of more than 1300 #Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against #COVID19 may be critical to public health."" https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",4,https://www.facebook.com/groups/1768726346516825/permalink/3034081326647981
93,The Languedoc Page,"3,373 Members",Particularly poignant and sad during the current situation. There are even anti-vaxxers who are wearing masks and getting worked up about others not conforming to confinement rules. What are they delaying the spread of the virus for if not a vaccine?,"May 15, 2020",4,https://www.facebook.com/groups/3336035598/permalink/10164099870055599
94,OFFICIAL Q / QANON,"143,665 Members","Please remember first and foremost this war is psychological and their game will always be the same, divide and conquer. Stay sane, stay focused, we are WINNING the battle in the hearts and minds of the people and that's where it matters!! 💖 ","May 15, 2020",4,https://www.facebook.com/groups/346378325942318/permalink/685158505397630
95,StopFake CZ,"1,775 Page Likes","Speciální analýza více jak 1300 facebookových skupin s téměř 100 miliony sledujících vytvořila mapu šíření dezinformací na téma očkování. Studie uvádí, že skupiny, které vystupují proti očkování mají méně sledujících, ale jsou zato četnější a daleko propojenější s dalšími dezinformačními skupinami.","May 17, 2020",3,https://www.facebook.com/StopFakeCZ/posts/925490954553536
96,PATRIOTS AGAINST SOCIALIST TAK...,"4,970 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",3,https://www.facebook.com/groups/122664117775150/permalink/3813267222048136
97,Science Teachers in Europe,"17,648 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=news_daily_2020-05-14&et_rid=35394736&et_cid=3326859,"May 15, 2020",3,https://www.facebook.com/groups/1453890754824661/permalink/2639219502958441
98,DEMOCRATS THIS IS YOUR PARTY,"3,798 Members",,"May 15, 2020",3,https://www.facebook.com/groups/2103793533015313/permalink/3135549389839717
99,Critical Coronavirus News and ...,342 Members,ht Julia O'Connell Davidson,"May 15, 2020",3,https://www.facebook.com/groups/512757932950177/permalink/554273722131931
100,"Noi adulti ""sani"" e ""intellige...","1,441 Members",,"May 17, 2020",2,https://www.facebook.com/groups/384072099161893/permalink/569818063920628
101,X22 Report [Geopolitical],"73,290 Members",,"May 16, 2020",2,https://www.facebook.com/groups/760575171007507/permalink/1032577127140642
102,Year Zero,545 Members,,"May 16, 2020",2,https://www.facebook.com/groups/534929453781515/permalink/642584429682683
103,BIOSSEGURANÇA & BIOTECNOLOGIA,"2,367 Members","Vaccine opponents are gaining in Facebook ‘battle for hearts and minds,’ new map shows. [https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows](https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows)","May 15, 2020",2,https://www.facebook.com/groups/103262553148350/permalink/1636484259826164
104,The Santos Republic,336 Members,"“The reds are winning” -- WE ARE WINNING, PEACE WARRIORS. Bill Gates is very frustrated that we don't want HIS #Coronavirus #vaccine. These people really don't get it. Build stronger immunity on people and not just pump in toxic crap into our bodies. If Billie actually for once invests on anything healthy, but he invests on everything toxic to the human body making people sick, we wouldn't be up and arms now. We also don't take it lightly that he uses his billions to manipulate WHO, governments and media to condition people to surrender to his vaccines. These media outlets and researchers don't ever mentioned how many people Bill's vaccines have killed. No more! ""A first-of-its-kind analysis of more than 1300 #Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against #COVID19 may be critical to public health."" https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",2,https://www.facebook.com/groups/87878216911/permalink/10158252654606912
105,The Rancho Post-Gazette,"2,792 Page Likes",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows,"May 15, 2020",2,https://www.facebook.com/RPGNewsroom/posts/2589273701392437
106,Conservative Daily Briefing,"3,558 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",2,https://www.facebook.com/groups/1532743120329719/permalink/2681761098761243
107,Educação Contemporânea e Digit...,"1,669 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows,"May 17, 2020",1,https://www.facebook.com/groups/209046069129271/permalink/3232754573425057
108,NewsCitrus.net,"1,249 Page Likes",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows,"May 14, 2020",1,https://www.facebook.com/NewsCitrus/posts/3092250017499886
109,Where's my Jetpack?,461 Page Likes,,"May 14, 2020",1,https://www.facebook.com/JetpackCommunism/posts/683397659159727
110,Global China 888,"11,089 Members","“The reds are winning” -- WE ARE WINNING, PEACE WARRIORS. Bill Gates is very frustrated that we don't want HIS #Coronavirus #vaccine. These people really don't get it. Build stronger immunity on people and not just pump in toxic crap into our bodies. If Billie actually for once invests on anything healthy, but he invests on everything toxic to the human body making people sick, we wouldn't be up and arms now. We also don't take it lightly that he uses his billions to manipulate WHO, governments and media to condition people to surrender to his vaccines. These media outlets and researchers don't ever mentioned how many people Bill's vaccines have killed. No more! ""A first-of-its-kind analysis of more than 1300 #Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against #COVID19 may be critical to public health."" https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",1,https://www.facebook.com/groups/1631415757142111/permalink/2670933536523656
111,The Anti-News Network,"4,406 Page Likes","""A first-of-its-kind analysis of more than 1300 Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against COVID-19 may be critical to public health.""","May 15, 2020",1,https://www.facebook.com/AntiNewsNetwork/posts/3205946349439175
112,I Just Thought You Should Know,179 Page Likes,https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=ScienceNow&utm_source=JHubbard&utm_medium=Facebook,"May 13, 2020",0,https://www.facebook.com/Mistakemenot/posts/2461121654110297
113,Форум Наука,"1,461 Members",https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows?utm_campaign=ScienceNow&utm_source=JHubbard&utm_medium=Facebook#,"May 13, 2020",0,https://www.facebook.com/groups/678499912537839/permalink/1345661925821631
114,"99% unite Main Group ""it's us ...","46,775 Members",,"May 16, 2020",0,https://www.facebook.com/groups/273255510505924/permalink/304314964066645
115,OFFICIAL Q / QANON,"148,985 Members",,"May 16, 2020",0,https://www.facebook.com/groups/346378325942318/permalink/686945861885561
116,>> Fall of the Cabal <<,"43,070 Members",,"May 16, 2020",0,https://www.facebook.com/groups/201018304650249/permalink/237166671035412
117,Collective Action Against Bill...,"95,586 Members",,"May 16, 2020",0,https://www.facebook.com/groups/698141807656499/permalink/728123244658355
118,Truth Revolution,"31,456 Members",,"May 14, 2020",0,https://www.facebook.com/groups/216216185397065/permalink/1134317136920294
119,Internet and Society @ Edinbur...,309 Members,,"May 14, 2020",0,https://www.facebook.com/groups/6043890805/permalink/10156889160295806
120,Mais Iniciativa,"13,868 Members","Para ler tudo, especialmente a parte sobre as vacinas. E para o Ivo Margarido e mais uns quantos que por aí andam: metam a mão na consciência que o que vocês estão a fazer é uma pulhice de todo o tamanho para com os vossos concidadãos. Espírito crítico não é isso, nem lá perto! Parecem um rebanho a caminho do matadouro...","May 15, 2020",0,https://www.facebook.com/groups/360997750588571/permalink/3120144851340500
121,Exposing Zionist Puppets World...,738 Members,"“The reds are winning” -- WE ARE WINNING, PEACE WARRIORS. Bill Gates is very frustrated that we don't want HIS #Coronavirus #vaccine. These people really don't get it. Build stronger immunity on people and not just pump in toxic crap into our bodies. If Billie actually for once invests on anything healthy, but he invests on everything toxic to the human body making people sick, we wouldn't be up and arms now. We also don't take it lightly that he uses his billions to manipulate WHO, governments and media to condition people to surrender to his vaccines. These media outlets and researchers don't ever mentioned how many people Bill's vaccines have killed. No more! ""A first-of-its-kind analysis of more than 1300 #Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against #COVID19 may be critical to public health."" https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",0,https://www.facebook.com/groups/1424723964466862/permalink/2621972248075355
122,Citizens Defense Coalition,"3,177 Members","What I see is a world of broken nations. The UN Agenda's for global socialism and environmental sustainability will be the solution. (and, oh, they absolutely hate Trump because he won't fund it and is fighting the hive mind... ) - 'They found 124 pro-vaccine pages, such as the Bill & Melinda Gates Foundation, with a combined total of 6.9 million followers. They found 317 antivaccine pages, such as RAGE Against the Vaccines, with a total of 4.2 million followers. And they identified 885 pages, such as Breastfeeding Moms in KY, with 74.1 million followers. - The researchers next counted each page’s links to other vaccine-discussing pages, and those pages’ links to still others, a method called snowball sampling. A software program turned the data into a map in which pages are represented as circular nodes, sized proportionally to their number of followers and represented as red (antivaccine), blue (pro-vaccine), or green (undecided). Highly connected nodes occupy more central places on the map.'' [Bernice Hausman, a cultural theorist at Pennsylvania State University College of Medicine. She calls the paper’s battlefield rhetoric “troublesome,” arguing that it betrays the very mindset—casting vaccine resisters as the enemy—that turns the vaccine skeptical away.]","May 15, 2020",0,https://www.facebook.com/groups/258761621707/permalink/10157968707191708
123,WELCOME TO NIGERIA,"75,128 Members","“The reds are winning” -- WE ARE WINNING, PEACE WARRIORS. Bill Gates is very frustrated that we don't want HIS #Coronavirus #vaccine. These people really don't get it. Build stronger immunity on people and not just pump in toxic crap into our bodies. If Billie actually for once invests on anything healthy, but he invests on everything toxic to the human body making people sick, we wouldn't be up and arms now. We also don't take it lightly that he uses his billions to manipulate WHO, governments and media to condition people to surrender to his vaccines. These media outlets and researchers don't ever mentioned how many people Bill's vaccines have killed. No more! ""A first-of-its-kind analysis of more than 1300 #Facebook pages with nearly 100 million followers has produced a network map that’s alarming public health professionals. Antivaccine pages have fewer followers than pro-vaccine pages but are more numerous, faster growing, and increasingly more connected to undecided pages, the study finds. If the current trends continue, the researchers predict, antivaccine views will dominate online discussion in 10 years—a time when a future vaccine against #COVID19 may be critical to public health."" https://www.sciencemag.org/news/2020/05/vaccine-opponents-are-gaining-facebook-battle-hearts-and-minds-new-map-shows","May 15, 2020",0,https://www.facebook.com/groups/1514463812123915/permalink/2667392130164405
124,Corona virus updates,226 Members,,"May 15, 2020",0,https://www.facebook.com/groups/267413844248639/permalink/307280890261934
125,STOP the LEFTIST INSANITY!!!!,"1,207 Members",,"May 15, 2020",0,https://www.facebook.com/groups/1943060382392975/permalink/3266295310069469
